video,question,starttime,endtime,F0_mean,VUV_mean,NAQ_mean,QOQ_mean,H1H2_mean,PSP_mean,MDQ_mean,peakSlope_mean,Rd_mean,Rd_conf_mean,creak_mean,MCEP_0_mean,MCEP_1_mean,MCEP_2_mean,MCEP_3_mean,MCEP_4_mean,MCEP_5_mean,MCEP_6_mean,MCEP_7_mean,MCEP_8_mean,MCEP_9_mean,MCEP_10_mean,MCEP_11_mean,MCEP_12_mean,MCEP_13_mean,MCEP_14_mean,MCEP_15_mean,MCEP_16_mean,MCEP_17_mean,MCEP_18_mean,MCEP_19_mean,MCEP_20_mean,MCEP_21_mean,MCEP_22_mean,MCEP_23_mean,MCEP_24_mean,HMPDM_0_mean,HMPDM_1_mean,HMPDM_2_mean,HMPDM_3_mean,HMPDM_4_mean,HMPDM_5_mean,HMPDM_6_mean,HMPDM_7_mean,HMPDM_8_mean,HMPDM_9_mean,HMPDM_10_mean,HMPDM_11_mean,HMPDM_12_mean,HMPDM_13_mean,HMPDM_14_mean,HMPDM_15_mean,HMPDM_16_mean,HMPDM_17_mean,HMPDM_18_mean,HMPDM_19_mean,HMPDM_20_mean,HMPDM_21_mean,HMPDM_22_mean,HMPDM_23_mean,HMPDM_24_mean,HMPDD_0_mean,HMPDD_1_mean,HMPDD_2_mean,HMPDD_3_mean,HMPDD_4_mean,HMPDD_5_mean,HMPDD_6_mean,HMPDD_7_mean,HMPDD_8_mean,HMPDD_9_mean,HMPDD_10_mean,HMPDD_11_mean,HMPDD_12_mean,F0_stddev,VUV_stddev,NAQ_stddev,QOQ_stddev,H1H2_stddev,PSP_stddev,MDQ_stddev,peakSlope_stddev,Rd_stddev,Rd_conf_stddev,creak_stddev,MCEP_0_stddev,MCEP_1_stddev,MCEP_2_stddev,MCEP_3_stddev,MCEP_4_stddev,MCEP_5_stddev,MCEP_6_stddev,MCEP_7_stddev,MCEP_8_stddev,MCEP_9_stddev,MCEP_10_stddev,MCEP_11_stddev,MCEP_12_stddev,MCEP_13_stddev,MCEP_14_stddev,MCEP_15_stddev,MCEP_16_stddev,MCEP_17_stddev,MCEP_18_stddev,MCEP_19_stddev,MCEP_20_stddev,MCEP_21_stddev,MCEP_22_stddev,MCEP_23_stddev,MCEP_24_stddev,HMPDM_0_stddev,HMPDM_1_stddev,HMPDM_2_stddev,HMPDM_3_stddev,HMPDM_4_stddev,HMPDM_5_stddev,HMPDM_6_stddev,HMPDM_7_stddev,HMPDM_8_stddev,HMPDM_9_stddev,HMPDM_10_stddev,HMPDM_11_stddev,HMPDM_12_stddev,HMPDM_13_stddev,HMPDM_14_stddev,HMPDM_15_stddev,HMPDM_16_stddev,HMPDM_17_stddev,HMPDM_18_stddev,HMPDM_19_stddev,HMPDM_20_stddev,HMPDM_21_stddev,HMPDM_22_stddev,HMPDM_23_stddev,HMPDM_24_stddev,HMPDD_0_stddev,HMPDD_1_stddev,HMPDD_2_stddev,HMPDD_3_stddev,HMPDD_4_stddev,HMPDD_5_stddev,HMPDD_6_stddev,HMPDD_7_stddev,HMPDD_8_stddev,HMPDD_9_stddev,HMPDD_10_stddev,HMPDD_11_stddev,HMPDD_12_stddev
641,how are you at controlling your temper,307.383,321.123,143.642649199,0.448326055313,0.0597750055914,0.209931619325,-0.0525815674471,0.111349994869,0.093802714776,-0.348656432649,0.95376904442,0.638060314786,0.0,-10.7133879029,1.9919816604,0.248469932964,0.34161208841,0.0453035162987,0.0957760700279,-0.0186304708346,0.166113864772,0.0265204696013,0.122499887684,-0.0633449951281,0.0116734676749,-0.00171499260136,0.0388278840148,-0.0370507183292,-0.00407991176626,0.00906502839333,-0.00938142328863,0.00249867511104,0.0121864263132,0.0150845104835,0.00123340498796,0.00751263094873,0.00843671018224,-0.0307214406604,0.0,0.0,0.0,0.0,-0.000101695392592,-0.00160333112034,-0.00920252108496,-0.057674729671,-0.204761421154,-0.518982830525,-0.987367297617,-0.292844707463,0.371276248074,1.36233704778,1.35527175369,1.42634217033,1.49507527253,1.37256592788,1.32808903044,1.11489761464,1.08027505797,1.13803536587,1.07798782008,-0.537072754514,-0.451868206553,-0.394778146305,-1.19181106664,-0.847759546851,-0.832569177339,-0.757856181867,-0.656535179605,-0.582599851503,-0.499865125166,-0.43131227893,-0.368555534498,-0.288753100771,-0.236632970577,-0.166548309505,41.4998621498,0.497503710218,0.0512113993981,0.171371953685,3.45814477913,0.123689711747,0.0346736274968,0.0770683017935,0.637387531791,0.15783247584,0.0,0.93011057806,0.756514395418,0.398341170071,0.294323149327,0.210780828234,0.244147133808,0.237091753764,0.172053054885,0.156926675556,0.141593374716,0.143726200244,0.109636033257,0.10695938145,0.0997953661906,0.109625542337,0.0995416775991,0.101369985816,0.0868257387237,0.0818519928606,0.0838832007222,0.0859292010399,0.0787760387462,0.0715171741833,0.0736068918495,0.0727821035015,0.0,0.0,0.0,0.0,0.000422624991079,0.00581805614346,0.0206126877655,0.0848896105835,0.226150687704,0.508294465212,0.904540918235,1.92482628493,2.2432207366,2.08222286744,2.12156223164,2.00638916429,1.96246768669,1.99134982515,2.03696407303,2.08403810083,2.08846018998,2.12295056744,2.11795873843,1.93734382643,2.09013925055,0.449575652544,0.367180867633,0.247446969076,0.1918060766,0.16088745632,0.161825151142,0.116583344791,0.100790424475,0.0924282325288,0.0999354426701,0.12396716854,0.12333547738,0.135326029228
641,what are you like when you don't sleep well,552.703,563.453,129.005116279,0.344186046512,0.0560557305152,0.20790883774,-1.17065770842,0.0946426270759,0.0783856101024,-0.301052124834,0.757485177318,0.547458039149,0.0,-9.47417844655,1.69313371746,0.221742550267,0.324708975081,0.0539094398299,0.105352627621,0.0152481861354,0.16751838736,0.0202033750611,0.131366185279,-0.0528151151889,-0.00112787555083,0.0129199253691,0.0344421803086,-0.0193888001165,-0.0192649684457,0.0198056416067,0.00234816355153,-0.00557218991028,0.0362411320932,-0.00358269388314,-0.0134512487187,0.0236404100941,-0.0120116389921,-0.00989331352241,0.0,0.0,0.0,0.0,0.0,-0.00198314399557,-0.0111066212601,-0.0526832434294,-0.164126119093,-0.397590581871,-0.686912051503,-0.712444540597,-0.381673419698,0.293421690714,0.439779239071,0.603855000158,-0.0343703514089,0.486885778078,0.784716974504,0.635132301817,0.875915202839,-0.141917193776,0.101238798423,-0.193558983146,-0.294080483784,-0.319161156933,-1.06158778506,-0.805648331815,-0.750786597549,-0.672879340906,-0.589689899469,-0.525298620246,-0.45537375046,-0.38662545503,-0.322094039509,-0.246668915016,-0.195673330076,-0.138833852881,63.6440266218,0.475323238827,0.0449797894862,0.170726779313,2.79492016423,0.0955315147459,0.0399651181325,0.138811478038,0.676284083954,0.250381753266,0.0,3.65970495263,0.939476448972,0.36703637317,0.283380449884,0.208581237255,0.24766215153,0.218508982474,0.165864257801,0.141611568133,0.128447570385,0.125069028203,0.106620809572,0.0866940080886,0.0879577537101,0.0863044564558,0.0853535278002,0.0869197341025,0.0747391874184,0.0821389377033,0.0782009540382,0.0665820721221,0.066913118745,0.0666976914226,0.0583064997427,0.0547589738464,0.0,0.0,0.0,0.0,0.0,0.00799895875524,0.030052536127,0.0813339430254,0.214559414239,0.487853112056,0.838547817633,1.37435510368,2.03593012578,2.3345389381,2.2563611446,2.13036738264,2.33065903225,2.18255449913,2.12489573143,2.14287513633,2.13001436964,2.33580424568,2.09115630332,1.77170992102,1.82125588005,0.383845467752,0.50974518376,0.364345546081,0.333722632918,0.310494332193,0.27239614584,0.236273388865,0.198848777036,0.1650785604,0.145145741911,0.135857197946,0.121832279548,0.122532962002
641,have you noticed any changes in your behavior or thoughts lately,510.683,536.803,131.501722818,0.233537519142,0.0441366889398,0.14304995719,0.638739054791,0.0979925753736,0.0970249767148,-0.272139835318,0.775559489842,0.479113052801,0.0,-9.15100352384,1.44598056726,0.290054884972,0.279373140448,0.0643270125347,0.158440419877,0.0657147786134,0.143792759331,0.0346468052127,0.0869971688993,-0.0294140896556,0.0101175002744,0.00761384879497,0.0251718951746,-0.00821030408014,0.00311002497718,0.00870544295189,-0.00497250016828,0.0067450139145,0.0171674040165,-0.00605147643662,-0.0050056018478,0.00636302057577,-0.00565230666051,-0.00891371008072,0.0,0.0,0.0,0.0,-7.30938069856e-05,-0.00163647576041,-0.00272307108175,-0.00934050078804,-0.0574631147138,-0.181787521715,-0.315740602044,-0.220989551721,0.489900266271,0.711754941751,0.749405525322,0.532605150806,0.423824275715,0.638397667411,0.490786577408,0.467124878421,0.503963207413,0.545147060715,0.372603867732,-0.0617581284252,-0.105018328482,-0.229318762223,-0.946589541524,-0.778150816959,-0.738022714187,-0.665894967331,-0.567988966934,-0.494456229773,-0.422654747934,-0.358374086463,-0.288433718885,-0.229035628147,-0.178224159128,-0.127323705809,70.1499017117,0.423162263843,0.0549680896723,0.161900978501,3.57285345648,0.115841902422,0.0544528595992,0.14748514474,0.757603727379,0.248650885067,0.0,4.26412303108,0.925584553852,0.318517393424,0.291219354527,0.185199040242,0.201987192962,0.191599368164,0.164987499853,0.128830218086,0.120834951468,0.107415696405,0.083278714968,0.0798504285363,0.0849137419369,0.0845186240789,0.0708415961717,0.0784433208397,0.0649119897984,0.063602615983,0.0625617504633,0.0646354121423,0.0638625495796,0.0556842924454,0.055821576528,0.0568572830334,0.0,0.0,0.0,0.0,0.000519200718848,0.00712842514975,0.0126961429296,0.0284997732809,0.118084711576,0.355784249924,0.776311473908,1.27550708483,1.51633617054,1.75572361043,1.8817586953,1.92584702894,1.93536121091,1.84182925954,1.82026772709,1.75048481418,1.79600647275,1.9571613931,1.85763357891,1.76040756916,1.82343915618,0.330928542964,0.534093838468,0.410878484071,0.378529076062,0.340240113138,0.293068804185,0.254180055952,0.217479650683,0.182221688447,0.157342196025,0.143580770114,0.134415179222,0.125509012308
641,when was the last time you argued with someone and what was it about,321.123,337.603,128.592536408,0.281553398058,0.03837492565,0.140407036488,1.16403521706,0.097270989995,0.0772878705131,-0.257376396041,0.762872414038,0.445666611298,0.0,-8.3840958262,1.4064994167,0.250433532373,0.247665435043,0.0306362601473,0.107380991032,0.00059004249223,0.140387879055,0.0216238817219,0.0996717409533,-0.0515979127515,0.00422482713301,0.00751938798646,0.0245434347033,0.00674359951152,-0.00378448962733,-0.0134597526211,0.0174781201281,-0.00642840541355,0.0161938842967,-0.000773649949829,-0.016104332629,0.0171999831769,-0.0108787890014,-0.00983562257791,0.0,0.0,0.0,0.0,-2.89346351795e-05,-0.000591403265924,-0.00163684049161,-0.00970299344011,-0.0361645918091,-0.12258111041,-0.327799065571,-0.267776844121,-0.306605885107,0.372216986863,0.758029154912,0.470350699744,0.270533914555,0.229855718099,0.237368088313,0.414697521806,0.463837432042,0.420625833309,0.0319148848262,-0.341153674037,0.0258910908189,-0.284073381309,-0.973275037349,-0.776412126387,-0.723337139473,-0.630328090512,-0.541433301467,-0.462461805501,-0.381106672587,-0.322076252838,-0.258081243568,-0.17780109684,-0.126403951395,-0.0796654686428,77.4981897989,0.449893209552,0.04783595345,0.16529413163,2.93386890124,0.135495239054,0.0495308172324,0.15756966202,0.759141880492,0.262963625218,0.0,4.67582008565,0.998799787636,0.359616849523,0.248139833591,0.177464789846,0.196471789423,0.209920276088,0.170265441422,0.130263062681,0.125235597921,0.116874069168,0.0892656519463,0.084363075338,0.0906052856713,0.0826671315062,0.0832823748009,0.0793750529592,0.0798891971182,0.0743162761051,0.0721945584189,0.0727935553933,0.0665069687867,0.0625836510177,0.0578245164881,0.0523246165287,0.0,0.0,0.0,0.0,0.000260192356599,0.00554021400495,0.0104845012072,0.0347232164902,0.103156089809,0.280560054224,0.638651093967,1.03072247248,1.60139043908,1.91314650245,1.66018997434,1.94083554669,1.87462688626,1.83983081492,1.89727009668,1.84620193443,1.69887352542,1.79705631295,1.71156734486,1.90886770175,1.64282688747,0.405832293597,0.64123305162,0.470343248299,0.433830701738,0.379096251793,0.327597534453,0.274135714604,0.231919132473,0.197280134165,0.175635977457,0.163296455974,0.147999535335,0.136750779958
641,what's your dream job,261.093,270.213,132.047697368,0.319078947368,0.0502949132156,0.158191020033,-0.743448498026,0.124553704679,0.0905933878276,-0.277555705145,0.826270828142,0.47834627909,0.0,-8.98852994353,1.50169341424,0.301382699954,0.29260899482,-0.0175707374594,0.0603570196046,0.00973293373052,0.11372965745,-0.0113959990417,0.0979381205766,-0.00944982225437,0.0128503568698,-0.00582658773505,0.0358631618906,-0.00466404814956,-0.0117659056912,0.00993181003617,0.014311430155,-0.0104120300285,0.0230107478311,-0.0037391937845,-0.00579460864616,0.0116885740346,-0.0089010923587,-0.00997679734254,0.0,0.0,0.0,0.0,0.000115706606944,-0.00106509386699,-0.00308874619675,-0.00416046139892,-0.03342036054,-0.150400168204,-0.3703077195,-0.648546024918,-0.410809296709,0.994869284003,0.659795111316,0.768779362552,1.00172227897,0.70544580414,0.507765452319,0.902212840275,0.836771691783,0.7235881127,1.28854881933,-0.0331117498676,0.748680014724,-0.276718682038,-0.953708437998,-0.748213008429,-0.721150458963,-0.640258168899,-0.553464369677,-0.49928574876,-0.413020390458,-0.353646639014,-0.292816316653,-0.223645977765,-0.181026108231,-0.126797159055,70.5245336886,0.466375456267,0.0481246578043,0.147332944952,5.21043105964,0.155676602924,0.0585605677096,0.148984075361,0.746978928795,0.242955275529,0.0,4.22188074327,0.942178817432,0.343362605052,0.315564350816,0.199975258745,0.23120889136,0.161456370732,0.168041019917,0.161256668092,0.125939209709,0.103858452889,0.106018206248,0.0989541126571,0.085056528226,0.0829512390193,0.078221542238,0.0717155373508,0.0738070370793,0.0714120364402,0.0642490927675,0.0620743666596,0.0602018056708,0.0554841073017,0.0554327975953,0.0589818385834,0.0,0.0,0.0,0.0,0.000828387540739,0.0112123014926,0.0197954479218,0.0238302362548,0.0617684503461,0.219857235048,0.504205337952,0.899711876019,1.76758312589,1.82478417186,1.64255476951,1.70667176256,1.61887614539,1.95230018902,2.01411238482,1.66532467803,1.57975695264,1.67030530515,1.2973942615,1.83073082158,1.80805134029,0.4294337264,0.573656683867,0.401552130336,0.371646777007,0.326751151377,0.29910497291,0.253440550949,0.218889878608,0.192289596421,0.170163727224,0.149951085806,0.144575400009,0.137049213804
641,who's someone that's been a positive influence in your life,606.813,631.633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
641,how would your best friend describe you,631.633,644.863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
641,tell me about your relationship with your family,270.883,289.193,122.041507373,0.209721463681,0.0474091790007,0.149572458372,0.0715016651399,0.0883329174152,0.0834636871572,-0.259282263415,0.760192410715,0.453170256798,0.0,-8.64832678186,1.36565437372,0.285287764807,0.294483142847,0.0523499637899,0.126436977573,0.0439151819105,0.168993787849,0.0211550064065,0.0898286160585,-0.0309186389494,0.00400121114669,0.00481973870361,0.0418588028262,-0.00115263529845,0.00185464830572,0.00142693406431,-0.00722301600711,0.00171093552222,0.0108989767867,0.000387720150154,-0.00942237099083,0.0095477280091,0.0033104067158,-0.0143731026946,0.0,0.0,0.0,0.0,-1.03681438643e-05,-0.00117681347008,-0.00193599140837,-0.00601874989722,-0.0523616528666,-0.165601587295,-0.355974094234,-0.307004072698,0.691514460572,0.941901847927,0.861008020753,0.644948132764,0.869728598959,0.669771363174,0.851326104577,0.555807372297,0.362780848647,0.75426424682,0.171846249922,-0.11231874225,-0.0379043972367,-0.199648468348,-0.858727624398,-0.714213203398,-0.674742552575,-0.612172626888,-0.544241632975,-0.480844052659,-0.406351887041,-0.348241901776,-0.289833905762,-0.22844947274,-0.175275041962,-0.125919666582,73.7930566929,0.407220995,0.0537877380689,0.174950671843,4.21008864391,0.125347188457,0.0547354323629,0.156386681357,0.761848671196,0.269944473214,0.0,4.70226446928,0.923264609718,0.329131841336,0.27346021888,0.16078798464,0.194195010477,0.171918112565,0.16341067875,0.11410365966,0.113551760386,0.108164799736,0.0886038982553,0.071747573253,0.0697358970698,0.0738102202682,0.0634964359758,0.0744369371668,0.0599058034181,0.0566494895857,0.0560421460698,0.0578555919909,0.0581577828049,0.0530099216459,0.0538499864079,0.053777497777,0.0,0.0,0.0,0.0,0.000506304945287,0.00943036383172,0.0178231518474,0.0290421515301,0.115477468992,0.338238147234,0.735412661963,1.28708648809,1.51975454411,1.54432653148,1.65445770581,1.69528627939,1.75628140389,1.85942214602,1.70994987247,1.83828431069,1.77298935549,1.70778042994,1.92467975666,1.70172091161,1.74805739059,0.322191476615,0.550325794873,0.425578449363,0.396940001653,0.360580855419,0.317307051727,0.278765067138,0.235585602623,0.201733025079,0.172777949789,0.154442040928,0.140040482337,0.123841966552
641,tell me about something you did recently that you really enjoyed,644.863,658.833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
641,do you consider yourself more shy or outgoing,270.213,270.883,130.23880597,0.686567164179,0.0873778966052,0.335691509944,2.0727159176,0.168608400114,0.113082938417,-0.30490424348,1.0965318276,0.714492051877,0.0,-9.81817281635,1.73255894673,0.278381698135,0.197196219781,0.22661800476,-0.00996973734178,-0.199962110744,0.256234414684,-0.0759427582036,0.0331924251372,-0.090382195436,-0.0856318020706,0.0103671359176,0.046096041805,-0.0423381108935,-0.0820716226344,0.131488027296,0.0453561174917,-0.103612548031,0.0426347271025,-0.0125887218999,0.0479085306791,-0.00256505291791,0.00615274844301,-0.0677743784895,0.0,0.0,0.0,0.0,-0.000490442577668,-0.00543220476884,-0.00994091998003,-0.0201487692724,-0.193422582358,-0.636278864663,-1.37508243872,-1.78524061739,1.05079478567,2.41751881176,2.25891501341,2.68924555671,2.52672305749,2.66044864536,2.50956647791,2.66866266226,2.33160494121,2.23515693128,2.4054105414,0.25424943318,1.33210767845,-0.697828865663,-1.5030229238,-0.711502948765,-0.625091273123,-0.683043474935,-0.490245446129,-0.461364089445,-0.497794802602,-0.384492299386,-0.304140629526,-0.305019356604,-0.250208010739,-0.186017271263,36.1218852289,0.467389760909,0.0518774429273,0.11990995143,2.3128481829,0.0983305616423,0.0504357850508,0.187558278882,0.558189930873,0.156858698549,0.0,0.497827844949,1.51801949087,0.518916601947,0.286078152459,0.160124687677,0.103950935537,0.187868667147,0.133571372767,0.119858144326,0.184591293892,0.108668314009,0.164409562623,0.067618303388,0.098591840921,0.102746055409,0.0994854639518,0.0724249281713,0.0895511922843,0.0844106005208,0.0874763731722,0.0561738884694,0.108725374217,0.0484472339238,0.0807916375646,0.0553189580086,0.0,0.0,0.0,0.0,0.000438279781239,0.00486171841373,0.00818136972335,0.0154439383837,0.115781681532,0.274898856077,0.468220661552,1.08771721363,2.00834696106,0.376472464924,0.253516365768,0.152935538234,0.316384045899,0.0469897407143,0.277066264391,0.23199401615,0.346852810211,1.62291829232,0.25569419414,1.49056256966,1.76149066022,0.634630314059,0.648740471782,0.173758520038,0.218667237633,0.127046010714,0.166685959741,0.185279346913,0.122328639734,0.0787386925791,0.138273259366,0.0864796270267,0.0739840755989,0.100995803952
